X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Orientation_Index,SigmoidOfAreas,Class
39,172,334925,334972,4123,177,90,426267,40,126,1360,0,1,40,573,3404,3534,978,7514,52.22,0,36152,21239,16721,-6466,-6466,10000,3
50,181,345580,345626,3666,161,78,379668,43,125,1360,0,1,40,735,3916,3512,963,8137,58.97,0,35642,21173,16628,-6489,-6489,10000,3
41,184,356230,356279,4331,178,108,450619,45,126,1360,0,1,40,603,3819,3427,1051,8034,45.37,0,36366,21553,16902,-6573,-6573,10000,3
43,176,366881,366932,4048,178,96,421512,50,126,1360,0,1,40,632,4032,3835,978,7472,53.13,0,36072,21239,17076,-6165,-6165,10000,3
48,177,377537,377585,3985,166,99,413005,41,126,1362,0,1,40,705,3564,3721,947,7771,48.48,0,36004,21106,16812,-6279,-6279,10000,3
42,180,388190,388236,4019,191,102,417578,41,125,1360,0,1,40,618,3669,3333,1015,7225,45.1,0,36041,21399,16628,-6667,-6667,10000,3
41,182,398837,398889,4409,191,102,456908,47,125,1362,0,1,40,602,3987,3688,1035,7382,50.98,0,36443,21492,17160,-6312,-6312,10000,3
39,175,409491,409539,3920,166,88,407163,45,125,1360,0,1,40,573,3995,3529,1000,8193,54.54,0,35933,21335,16812,-6471,-6471,10000,3
39,185,420136,420189,5003,196,91,522331,49,126,1360,0,1,40,573,3535,3630,1073,7449,58.24,0,36992,21644,17243,-6370,-6370,10000,3
41,198,430771,430836,6376,200,110,659058,54,127,1360,0,1,40,603,3752,4140,1154,7850,59.09,0,38045,21959,18129,-5860,-5860,10000,3
39,196,441418,441483,6213,210,123,649441,55,124,1356,0,1,40,575,3912,4140,1158,7476,52.85,0,37933,21959,18129,-5860,-5860,10000,3
41,194,452068,452142,6170,228,137,645016,51,134,1358,0,1,40,604,4550,4837,1127,6711,54.01,0,37903,21847,18692,-5163,-5163,10000,3
41,190,462709,462786,6232,250,130,648220,48,133,1356,0,1,40,605,4568,5168,1099,5960,59.23,0,37946,21732,18865,-4832,-4832,10000,3
121,159,473414,473430,229,51,31,28034,116,135,1358,0,1,40,1782,6234,4211,280,7451,51.61,0,23598,15798,12041,-5789,-5789,8848,3
39,194,498190,498252,5877,211,110,612067,47,126,1358,0,1,40,574,3884,4000,1141,7346,56.36,0,37692,21903,17924,-6000,-6000,10000,3
41,190,508837,508896,5702,216,119,591835,45,126,1356,0,1,40,605,3514,3960,1099,6898,49.58,0,37560,21732,17708,-6040,-6040,10000,3
39,193,519483,519540,5852,205,117,608466,42,126,1356,0,1,40,575,3333,3701,1136,7512,48.72,0,37673,21875,17559,-6299,-6299,10000,3
127,166,533732,533745,207,40,23,25309,115,134,1356,0,1,40,1873,5917,3333,288,9750,56.52,0,23160,15911,11139,-6667,-6667,7966,3
126,163,544375,544389,200,50,30,24389,114,134,1358,0,1,40,1856,6139,3784,272,7400,46.67,0,23010,15682,11461,-6216,-6216,8082,3
39,195,554961,555021,5970,188,118,618937,43,125,1356,0,1,40,575,3622,3846,1150,8298,50.85,0,37760,21931,17781,-6154,-6154,10000,3
41,196,579795,579857,6057,209,138,627913,39,126,1358,0,1,40,604,3697,4000,1141,7416,44.93,0,37823,21903,17924,-6000,-6000,10000,3
39,196,590440,590503,6143,198,119,637317,45,125,1358,0,1,40,574,3789,4013,1156,7929,52.94,0,37884,21959,17993,-5987,-5987,10000,3
39,195,601086,601148,5786,202,106,600867,41,124,1358,0,1,40,574,4018,3974,1149,7723,58.49,0,37624,21931,17924,-6026,-6026,10000,3
39,190,611732,611792,5941,207,117,618605,45,126,1356,0,1,40,575,3443,3974,1114,7295,51.28,0,37739,21790,17781,-6026,-6026,10000,3
41,198,622372,622437,6277,192,109,651641,43,125,1358,0,1,40,604,3849,4140,1156,8177,59.63,0,37977,21959,18129,-5860,-5860,10000,3
41,198,633023,633082,6008,200,112,622760,45,125,1360,0,1,40,603,3514,3758,1154,7850,52.68,0,37787,21959,17708,-6242,-6242,10000,3
39,194,643657,643725,6293,216,124,647587,47,124,1356,0,1,40,575,4029,4387,1143,7176,54.84,0,37989,21903,18325,-5613,-5613,10000,3
43,198,686245,686304,6227,205,117,644765,38,124,1358,0,1,40,633,3191,3807,1141,7561,50.43,0,37943,21903,17708,-6194,-6194,10000,3
43,200,696884,696948,6059,206,129,626256,45,125,1358,0,1,40,633,3970,4076,1156,7621,49.61,0,37824,21959,18062,-5924,-5924,10000,3
39,193,707526,707593,6117,182,113,637707,49,127,1358,0,1,40,574,4072,4351,1134,8461,59.29,0,37865,21875,18261,-5649,-5649,10000,3
39,200,718174,718237,6181,209,117,638448,44,127,1356,0,1,40,575,3906,3913,1187,7703,53.85,0,37911,22068,17993,-6087,-6087,10000,3
96,172,728912,728995,2406,231,168,301138,116,140,1358,0,1,40,1414,6186,9157,560,3290,49.4,1,33813,18808,19191,843,843,10000,3
41,194,743010,743076,5695,211,136,588714,40,126,1358,0,1,40,604,4360,4314,1127,7251,48.53,0,37555,21847,18195,-5686,-5686,10000,3
98,166,775041,775118,2148,269,164,266914,113,135,1358,0,1,40,1443,5898,8831,501,2528,46.95,1,33320,18325,18865,1169,1169,10000,3
39,190,799788,799848,5817,212,131,598890,49,124,1358,0,1,40,574,3580,3974,1112,7123,45.8,0,37647,21790,17781,-6026,-6026,10000,3
104,171,899231,899307,1961,220,142,246168,115,135,1356,0,1,40,1534,6149,8816,494,3045,53.52,1,32925,18261,18808,1184,1184,10000,3
100,175,909876,909953,1923,227,139,241083,116,140,1356,0,1,40,1475,6670,9740,553,3304,55.4,1,32840,18751,18865,260,260,10000,3
41,202,920427,920489,5993,214,130,589956,132,132,1358,0,1,40,604,3996,3851,1186,7523,47.69,0,37776,22068,17924,-6149,-6149,10000,3
39,196,931074,931135,5885,249,136,610139,40,127,1358,0,1,40,574,3855,3885,1156,6305,44.85,0,37698,21959,17853,-6115,-6115,10000,3
93,172,938265,938349,2108,317,184,263590,115,135,1358,0,1,40,1370,6823,9405,582,2492,45.65,1,33239,18976,19243,595,595,10000,3
41,214,1413654,1413720,6357,257,129,658914,41,124,1358,0,1,40,604,4433,3815,1274,6732,51.16,0,38033,22380,18195,-6185,-6185,10000,3
41,214,1424299,1424367,6404,231,125,660910,38,124,1358,0,1,40,604,4556,3931,1274,7489,54.4,0,38064,22380,18325,-6069,-6069,10000,3
39,209,1434944,1435012,6676,240,128,688430,37,125,1356,0,1,40,575,4225,4000,1254,7083,53.13,0,38245,22304,18325,-6000,-6000,10000,3
41,210,1445593,1445656,6294,262,153,656298,45,125,1358,0,1,40,604,4089,3728,1244,6450,41.18,0,37989,22279,17993,-6272,-6272,10000,3
39,210,1463330,1463399,6399,229,124,659350,39,119,1356,0,1,40,575,4577,4035,1261,7467,55.65,0,38061,22330,18389,-5965,-5965,10000,3
41,218,1473977,1474044,7017,274,156,723789,36,125,1358,0,1,40,604,4083,3785,1303,6460,42.95,0,38461,22480,18261,-6215,-6215,10000,3
41,211,1484624,1484688,6337,344,174,654684,41,127,1358,0,1,40,604,4176,3765,1252,4942,36.78,0,38019,22304,18062,-6235,-6235,10000,3
39,218,1495267,1495336,7250,268,141,746545,40,119,1356,0,1,40,575,4130,3855,1320,6679,48.94,0,38603,22529,18389,-6145,-6145,10000,3
41,212,1505915,1505982,6494,315,145,671353,38,127,1356,0,1,40,605,4332,3918,1261,5429,46.21,0,38125,22330,18261,-6082,-6082,10000,3
39,219,1516553,1516628,6999,285,165,732196,43,126,1358,0,1,40,574,4816,4167,1326,6316,45.45,0,38450,22553,18751,-5833,-5833,10000,3
39,214,1527208,1527274,6661,247,133,686124,41,133,1356,0,1,40,575,4233,3771,1291,7085,49.62,0,38235,22430,18195,-6229,-6229,10000,3
109,189,1541496,1541574,1834,242,128,227896,114,135,1358,0,1,40,1605,7061,9750,589,3306,60.94,0,32634,19031,18921,-250,-250,10000,3
41,216,1555596,1555663,6562,255,125,677554,36,125,1358,0,1,40,604,4403,3829,1289,6863,53.6,0,38170,22430,18261,-6171,-6171,10000,3
37,213,1566243,1566309,6210,293,153,645839,38,124,1356,0,1,40,546,4654,3750,1298,6007,43.14,0,37931,22455,18195,-6250,-6250,10000,3
41,214,1576890,1576955,6353,260,120,657020,37,125,1358,0,1,40,604,4350,3757,1274,6654,54.17,0,38030,22380,18129,-6243,-6243,10000,3
41,212,1587535,1587602,6017,261,143,612746,38,119,1356,0,1,40,605,4748,3918,1261,6552,46.85,0,37794,22330,18261,-6082,-6082,10000,3
39,215,1601728,1601796,6430,276,127,669161,46,126,1358,0,1,40,574,4627,3864,1296,6377,53.54,0,38082,22455,18325,-6136,-6136,10000,3
41,216,1615921,1615991,6276,279,154,647595,43,119,1356,0,1,40,605,4877,4000,1291,6272,45.45,0,37977,22430,18451,-6000,-6000,10000,3
41,211,1626575,1626636,5706,266,139,590664,43,124,1356,0,1,40,605,4498,3588,1254,6391,43.88,0,37563,22304,17853,-6412,-6412,10000,3
41,213,1637218,1637282,6206,257,128,641502,39,127,1356,0,1,40,605,4362,3721,1268,6693,50,0,37928,22355,18062,-6279,-6279,10000,3
41,216,1647865,1647927,6501,257,115,672664,43,125,1356,0,1,40,605,4008,3543,1291,6809,53.91,0,38130,22430,17924,-6457,-6457,10000,3
39,218,1658501,1658584,6828,297,152,705056,42,127,1358,0,1,40,574,5404,4637,1318,6027,54.61,0,38343,22529,19191,-5363,-5363,10000,3
41,216,1669152,1669220,6422,278,138,670952,43,126,1358,0,1,40,604,4603,3886,1289,6295,49.27,0,38077,22430,18325,-6114,-6114,10000,3
41,220,1679793,1679864,6519,331,159,674120,41,124,1356,0,1,40,605,4871,3966,1320,5408,44.65,0,38142,22529,18513,-6033,-6033,10000,3
39,216,1693992,1694059,6679,288,156,691010,36,124,1358,0,1,40,574,4368,3785,1303,6146,42.95,0,38247,22480,18261,-6215,-6215,10000,3
41,219,1704636,1704704,6625,351,173,686356,42,124,1358,0,1,40,604,4527,3820,1311,5071,39.31,0,38212,22504,18325,-6180,-6180,10000,3
39,212,1715280,1715348,6596,316,170,685447,44,124,1358,0,1,40,574,4393,3931,1274,5475,40,0,38193,22380,18325,-6069,-6069,10000,3
190,192,1729556,1729557,2,2,1,255,126,133,1356,0,1,40,2802,0,5000,15,10000,100,0,3010,3010,0,-5000,-5000,1190,3
41,214,1740121,1740188,6855,238,142,701946,38,124,1358,0,1,40,604,4086,3873,1274,7269,47.18,0,38360,22380,18261,-6127,-6127,10000,3
39,218,1750768,1750835,6543,279,160,679238,39,125,1358,0,1,40,574,4544,3743,1318,6416,41.87,0,38158,22529,18261,-6257,-6257,10000,3
43,218,1761412,1761480,6776,259,133,700391,37,124,1358,0,1,40,633,4306,3886,1289,6757,51.13,0,38310,22430,18325,-6114,-6114,10000,3
41,214,1775604,1775675,6686,273,132,687345,36,124,1356,0,1,40,605,4557,4104,1276,6337,53.79,0,38252,22380,18513,-5896,-5896,10000,3
41,209,1786253,1786320,6662,266,131,685894,41,124,1358,0,1,40,604,4081,3988,1237,6316,51.14,0,38236,22253,18261,-6012,-6012,10000,3
39,217,1803992,1804079,6816,333,162,699635,36,126,1358,0,1,40,574,5599,4888,1311,5345,53.7,0,38335,22504,19395,-5112,-5112,10000,3
39,212,1814642,1814708,6525,278,134,674367,38,124,1358,0,1,40,574,4285,3815,1274,6223,49.25,0,38146,22380,18195,-6185,-6185,10000,3
37,217,1825287,1825355,6605,310,151,684731,38,126,1356,0,1,40,546,4604,3778,1327,5806,45.03,0,38199,22553,18325,-6222,-6222,10000,3
39,220,1835934,1836000,6644,252,113,689961,40,126,1358,0,1,40,574,4438,3646,1333,7182,58.41,0,38224,22577,18195,-6354,-6354,10000,3
41,209,1853674,1853744,6484,223,117,666047,40,126,1358,0,1,40,604,4486,4167,1237,7534,59.83,0,38118,22253,18451,-5833,-5833,10000,3
109,181,1867972,1868026,1843,171,85,230162,115,135,1356,0,1,40,1608,5260,7500,531,4211,63.53,0,32655,18573,17324,-2500,-2500,10000,3
41,212,1878514,1878584,6432,276,134,666662,39,124,1358,0,1,40,604,4627,4094,1259,6196,52.24,0,38084,22330,18451,-5906,-5906,10000,3
41,221,1889165,1889228,6490,282,140,669614,36,124,1356,0,1,40,605,4277,3500,1327,6383,45,0,38122,22553,17993,-6500,-6500,10000,3
39,216,1903355,1903423,6878,247,128,709363,38,126,1358,0,1,40,574,4286,3842,1303,7166,53.13,0,38375,22480,18325,-6158,-6158,10000,3
39,214,1914002,1914070,6615,244,131,684236,36,124,1358,0,1,40,574,4441,3886,1289,7172,51.91,0,38205,22430,18325,-6114,-6114,10000,3
41,212,1935297,1935360,6493,293,135,676077,41,125,1358,0,1,40,604,3973,3684,1259,5836,46.67,0,38124,22330,17993,-6316,-6316,10000,3
39,216,1945941,1946007,7038,262,133,735371,42,126,1358,0,1,40,574,3975,3729,1303,6756,49.62,0,38475,22480,18195,-6271,-6271,10000,3
41,217,1960132,1960200,6987,251,123,725465,43,125,1356,0,1,40,605,4162,3864,1298,7012,55.29,0,38443,22455,18325,-6136,-6136,10000,3
41,212,1970779,1970846,6603,271,138,688556,38,127,1358,0,1,40,604,4237,3918,1259,6310,48.55,0,38197,22330,18261,-6082,-6082,10000,3
43,218,1981417,1981492,7327,234,119,750685,35,126,1358,0,1,40,633,4417,4286,1289,7479,63.02,0,38649,22430,18751,-5714,-5714,10000,3
39,214,1992062,1992137,6998,280,143,724819,43,124,1358,0,1,40,574,4668,4286,1289,6250,52.45,0,38450,22430,18751,-5714,-5714,10000,3
41,218,2002718,2002782,6944,256,113,723643,41,124,1358,0,1,40,604,3870,3616,1303,6914,56.64,0,38416,22480,18062,-6384,-6384,10000,3
98,192,2013457,2013541,2795,312,171,349157,115,140,1358,0,1,40,1443,6460,8936,692,3013,49.12,0,34464,19731,19243,-1064,-1064,10000,3
39,214,2027555,2027621,6592,265,125,687299,44,124,1356,0,1,40,575,4293,3771,1291,6604,52.8,0,38190,22430,18195,-6229,-6229,10000,3
41,211,2041748,2041815,6499,263,137,676562,43,125,1356,0,1,40,605,4294,3941,1254,6464,48.91,0,38128,22304,18261,-6059,-6059,10000,3
41,211,2052389,2052461,6476,296,156,675748,43,124,1356,0,1,40,605,4709,4235,1254,5743,46.15,0,38113,22304,18573,-5765,-5765,10000,3
39,212,2070134,2070204,6399,287,132,666455,41,126,1356,0,1,40,575,4716,4046,1276,6028,53.03,0,38061,22380,18451,-5954,-5954,10000,3
43,218,2087881,2087946,6515,222,104,683149,39,127,1358,0,1,40,633,4272,3714,1289,7883,62.5,0,38139,22430,18129,-6286,-6286,10000,3
41,218,2098521,2098591,6937,253,135,722716,39,127,1358,0,1,40,604,4401,3955,1303,6996,51.85,0,38412,22480,18451,-6045,-6045,10000,3
39,215,2109173,2109236,6763,277,151,706929,42,124,1358,0,1,40,574,3901,3580,1296,6354,41.72,0,38301,22455,17993,-6421,-6421,10000,3
41,213,2119822,2119881,6025,283,147,624180,39,124,1360,0,1,40,603,4063,3430,1265,6078,40.14,0,37800,22355,17708,-6570,-6570,10000,3
41,218,2134009,2134076,6277,286,147,647965,40,126,1358,0,1,40,604,4707,3785,1303,6189,45.58,0,37977,22480,18261,-6215,-6215,10000,3
195,197,2166065,2166066,2,2,1,250,120,130,1358,0,1,40,2872,0,5000,15,10000,100,0,3010,3010,0,-5000,-5000,1190,3
41,218,2187237,2187305,6010,257,123,626586,39,126,1358,0,1,40,604,5007,3842,1303,6887,55.29,0,37789,22480,18325,-6158,-6158,10000,3
39,216,2201440,2201499,5933,312,167,614522,38,125,1356,0,1,40,575,4319,3333,1305,5673,35.33,0,37733,22480,17708,-6667,-6667,10000,3
39,211,2212076,2212144,6249,263,137,649801,39,124,1358,0,1,40,574,4657,3954,1267,6540,49.63,0,37958,22355,18325,-6047,-6047,10000,3
37,212,2222725,2222791,6281,265,132,654358,42,126,1356,0,1,40,546,4562,3771,1291,6604,50,0,37980,22430,18195,-6229,-6229,10000,3
39,212,2233368,2233436,6310,290,151,658162,41,125,1356,0,1,40,575,4636,3931,1276,5965,45.03,0,38000,22380,18325,-6069,-6069,10000,3
39,212,2244009,2244082,6827,276,141,711671,40,124,1358,0,1,40,574,4594,4220,1274,6268,51.77,0,38342,22380,18633,-5780,-5780,10000,3
41,214,2254664,2254729,6176,307,140,639433,36,124,1356,0,1,40,605,4508,3757,1276,5635,46.43,0,37907,22380,18129,-6243,-6243,10000,3
39,217,2265307,2265372,6185,313,158,640970,41,119,1358,0,1,40,574,4654,3652,1311,5687,41.14,0,37913,22504,18129,-6348,-6348,10000,3
41,219,2275954,2276025,6454,310,145,675659,40,127,1358,0,1,40,604,4893,3989,1311,5742,48.97,0,38098,22504,18513,-6011,-6011,10000,3
41,213,2290146,2290212,5753,291,160,602131,40,125,1358,0,1,40,604,4932,3837,1267,5911,41.25,0,37599,22355,18195,-6163,-6163,10000,3
43,211,2300789,2300856,6279,306,149,648910,36,126,1358,0,1,40,633,4422,3988,1237,5490,44.97,0,37979,22253,18261,-6012,-6012,10000,3
128,189,2315086,2315172,2160,259,149,269308,116,135,1358,0,1,40,1885,5883,7093,449,2355,57.72,1,33345,17853,19345,2907,2907,10000,3
41,207,2336275,2336344,5724,277,162,588321,37,124,1356,0,1,40,605,5003,4157,1224,5993,42.59,0,37577,22201,18389,-5843,-5843,10000,3
39,214,2350467,2350536,6472,243,129,673434,44,124,1356,0,1,40,575,4640,3943,1291,7202,53.49,0,38110,22430,18389,-6057,-6057,10000,3
39,211,2364667,2364730,6381,293,142,674326,46,127,1358,0,1,40,574,4111,3663,1267,5870,44.37,0,38049,22355,17993,-6337,-6337,10000,3
39,216,2382409,2382472,6239,263,135,648169,46,124,1358,0,1,40,574,4405,3559,1303,6730,46.67,0,37951,22480,17993,-6441,-6441,10000,3
41,212,2421444,2421508,5544,295,159,579951,43,125,1358,0,1,40,604,4934,3743,1259,5797,40.25,0,37438,22330,18062,-6257,-6257,10000,3
39,210,2449833,2449893,5816,273,132,618320,51,127,1358,0,1,40,574,4331,3509,1259,6264,45.45,0,37646,22330,17781,-6491,-6491,10000,3
41,210,2556287,2556352,6234,219,125,649139,43,124,1358,0,1,40,604,4325,3846,1244,7717,52,0,37948,22279,18129,-6154,-6154,10000,3
41,214,2566935,2566997,6075,242,131,633606,47,127,1358,0,1,40,604,4336,3584,1274,7149,47.33,0,37836,22380,17924,-6416,-6416,10000,3
41,209,2598874,2598935,5962,251,125,626007,41,126,1358,0,1,40,604,4182,3631,1237,6693,48.8,0,37754,22253,17853,-6369,-6369,10000,3
130,188,2638000,2638062,1685,181,101,208514,115,135,1358,0,1,40,1915,5314,9355,427,3204,61.39,1,32266,17634,17924,645,645,10000,3
39,216,2648545,2648612,6309,269,140,660758,45,127,1358,0,1,40,574,4680,3785,1303,6580,47.86,0,38000,22480,18261,-6215,-6215,10000,3
39,216,2662735,2662807,6664,328,172,690169,33,124,1358,0,1,40,574,4771,4068,1303,5396,41.86,0,38237,22480,18573,-5932,-5932,10000,3
41,218,2698232,2698294,6327,275,148,660291,40,126,1358,0,1,40,604,4235,3503,1303,6436,41.89,0,38012,22480,17924,-6497,-6497,10000,3
41,216,2708878,2708939,6298,275,134,654634,42,126,1358,0,1,40,604,4100,3486,1289,6364,45.52,0,37992,22430,17853,-6514,-6514,10000,3
39,212,2730163,2730230,6108,299,149,635284,40,125,1356,0,1,40,575,4730,3873,1276,5786,44.97,0,37859,22380,18261,-6127,-6127,10000,3
41,213,2740809,2740889,6532,356,186,685717,43,134,1358,0,1,40,604,5253,4651,1267,4832,43.01,0,38150,22355,19031,-5349,-5349,10000,3
37,212,2751455,2751522,6280,324,184,654471,40,124,1358,0,1,40,545,4644,3829,1289,5401,36.41,0,37980,22430,18261,-6171,-6171,10000,3
147,180,2765714,2765730,251,41,25,30451,115,132,1358,0,1,40,2165,5246,4848,243,8049,64,0,23997,15185,12041,-5152,-5152,8183,3
39,212,2776296,2776362,6172,263,143,648030,39,126,1358,0,1,40,574,4595,3815,1274,6578,46.15,0,37904,22380,18195,-6185,-6185,10000,3
39,212,2786940,2787008,5969,300,154,622528,42,126,1358,0,1,40,574,4926,3931,1274,5767,44.16,0,37759,22380,18325,-6069,-6069,10000,3
39,216,2797592,2797652,5846,323,149,608295,44,127,1358,0,1,40,574,4495,3390,1303,5480,40.27,0,37669,22480,17781,-6610,-6610,10000,3
149,183,2811847,2811861,219,43,21,26683,109,134,1358,0,1,40,2194,5399,4118,250,7907,66.67,0,23404,15315,11461,-5882,-5882,7610,3
37,212,2829521,2829590,6426,275,134,668126,37,119,1356,0,1,40,546,4678,3943,1291,6364,51.49,0,38079,22430,18389,-6057,-6057,10000,3
41,218,2840169,2840236,6503,264,135,677593,40,124,1358,0,1,40,604,4516,3785,1303,6704,49.63,0,38131,22480,18261,-6215,-6215,10000,3
39,216,2854357,2854430,6450,276,143,669129,43,119,1358,0,1,40,574,5008,4124,1303,6413,51.05,0,38096,22480,18633,-5876,-5876,10000,3
39,213,2875657,2875730,6282,330,175,659881,41,134,1356,0,1,40,575,5054,4195,1283,5273,41.71,0,37981,22406,18633,-5805,-5805,10000,3
39,214,2886302,2886367,6182,295,138,635475,42,124,1356,0,1,40,575,4565,3714,1291,5932,47.1,0,37911,22430,18129,-6286,-6286,10000,3
41,214,2896951,2897015,6509,274,139,682403,41,126,1358,0,1,40,604,4121,3699,1274,6314,46.04,0,38135,22380,18062,-6301,-6301,10000,3
41,216,2943077,2943144,6882,274,131,723207,48,124,1358,0,1,40,604,4130,3829,1289,6387,51.14,0,38377,22430,18261,-6171,-6171,10000,3
41,216,2957266,2957336,6653,302,155,693100,42,124,1358,0,1,40,604,4569,4000,1289,5795,45.16,0,38230,22430,18451,-6000,-6000,10000,3
147,172,2975077,2975090,170,28,14,20714,114,132,1356,0,1,40,2168,4769,5200,184,8929,92.86,0,22304,13979,11139,-4800,-4800,5378,3
41,216,2985655,2985724,7003,252,138,734568,40,127,1356,0,1,40,605,4200,3943,1291,6944,50,0,38453,22430,18389,-6057,-6057,10000,3
39,215,3003398,3003466,6570,274,141,685255,40,119,1356,0,1,40,575,4510,3864,1298,6423,48.23,0,38176,22455,18325,-6136,-6136,10000,3
41,213,4348250,4348321,6137,284,145,649137,48,125,1356,0,1,40,605,4975,4128,1268,6056,48.97,0,37880,22355,18513,-5872,-5872,10000,3
41,221,4358896,4358964,6294,289,160,661448,43,124,1358,0,1,40,604,4858,3778,1326,6228,42.5,0,37989,22553,18325,-6222,-6222,10000,3
41,211,4373092,4373158,6318,286,159,667465,46,126,1356,0,1,40,605,4369,3882,1254,5944,41.51,0,38006,22304,18195,-6118,-6118,10000,3
41,210,4383746,4383803,5499,298,138,581466,43,125,1358,0,1,40,604,4291,3373,1244,5671,41.3,0,37403,22279,17559,-6627,-6627,10000,3
41,209,4401486,4401544,5533,288,155,584291,43,126,1356,0,1,40,605,4322,3452,1239,5833,37.42,0,37430,22253,17634,-6548,-6548,10000,3
41,212,4419228,4419287,6175,266,144,652005,46,127,1358,0,1,40,604,3880,3450,1259,6429,40.97,0,37906,22330,17708,-6550,-6550,10000,3
41,210,4440514,4440576,5688,303,154,598976,43,125,1356,0,1,40,605,4572,3669,1246,5578,40.26,0,37550,22279,17924,-6331,-6331,10000,3
41,209,4639210,4639275,5828,296,169,618846,48,126,1358,0,1,40,604,4663,3869,1237,5676,38.46,0,37655,22253,18129,-6131,-6131,10000,3
41,206,4649858,4649920,5814,262,137,617639,44,127,1358,0,1,40,604,4317,3758,1215,6298,45.25,0,37645,22175,17924,-6242,-6242,10000,3
41,211,4703077,4703142,5830,289,158,614756,44,125,1356,0,1,40,605,4724,3823,1254,5882,41.14,0,37657,22304,18129,-6176,-6176,10000,3
84,214,7261606,7261658,4080,188,91,435821,64,127,1358,0,1,40,1237,3965,4000,957,6915,57.14,0,36107,21139,17160,-6000,-6000,10000,3
85,209,7275798,7275852,4239,150,76,456305,65,127,1358,0,1,40,1252,3669,4355,913,8267,71.05,0,36273,20934,17324,-5645,-5645,10000,3
41,209,7300641,7300696,4788,257,136,516343,63,127,1360,0,1,40,603,4818,3274,1235,6537,40.44,0,36802,22253,17404,-6726,-6726,10000,3
79,217,7307739,7307792,4417,176,89,477354,68,127,1358,0,1,40,1164,3961,3841,1016,7841,59.55,0,36451,21399,17243,-6159,-6159,10000,3
80,210,7318386,7318440,4071,177,99,439881,56,127,1360,0,1,40,1177,4201,4154,956,7345,54.54,0,36097,21139,17324,-5846,-5846,10000,3
