Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4
72004,1043647,403214180.9,230010252.4,175302699.2,821337976,73591,302784313,704760786,978434863,830728728,750926746,5599886,1098371,563890978,988516106
72026,1022019,388781490,238985207.5,162680148.3,788758540,73768,302830565.6,749521312,976385425,866525248,778922283,5397794,1225667,606719922,987012869
72035,1049221,407556234.3,227199471.1,179382562.9,830198572,73039,302849485.1,686852217,986253919,822279524,743086376,5657753,1064096,552177362,990509904
72036,1058429,417116163.1,220953506.9,188780060.1,848174475,72767,302851587.2,792824125,989954237,808045828,726060541,5790385,992610,527163910,995180345
72058,1035943,397717023.9,233410215.4,170394009.2,809677482,73724,302897829.5,764541114,977402203,843762748,761591311,5519401,1145407,580021325,988321589
72060,1013657,399996805.8,230518586.3,173520414.2,817237468,72541,302902033,694266473,993369267,881296558,757261130,5550885,1125964,573444418,995043130
72067,1021302,398383650.8,231581587,172027342.9,813687221,72949,302916744.8,712948765,987909361,868236307,760364398,5527962,1139809,578154018,994582995
72077,1063400,414832637.9,224714311,184604458.9,840572716,73996,302937760.4,759184748,974066166,800964475,730265010,5755409,1009667,533286984,984471552
72082,1024342,392072518.2,235656426.3,166374634.6,799209045,72907,302948267.6,800377526,988684214,863270166,772684270,5439257,1195990,597040981,993324751
72094,1020532,398484128.7,233360770.1,170758833.4,810584827,73283,302973483.6,776005339,983775228,869872762,760315058,5527286,1139373,578078988,987120936
72095,1027916,384568345.3,241650520.6,159142361.6,777916062,73760,302975584.8,770138763,977426790,857432139,787832874,5334189,1267607,620680638,987765825
72106,1055700,414834123.8,224061433.3,185143028.7,841586117,73111,302998697.4,810963403,986253779,813018120,730409289,5753115,1010062,533497729,987733854
72106,1031093,401449494.4,231005288.5,173783681.3,817852426,73362,302998697.4,724799968,982879420,852286464,754761686,5567491,1114496,569665203,989985162
72114,1045819,420263661.7,221441050.5,189785796.6,849921197,73362,303015505.4,814773806,982988468,828545560,721012862,5827768,971525,519859547,986619582
72142,1049218,412031627.6,224870285,183230802.5,837941691,72865,303074326.3,813692759,990077541,823505638,735560831,5711397,1031327,541049736,991369772
72182,1024349,393577237,233896755.1,168269644,804255074,72828,303158336.2,797811550,991129785,864455973,770263897,5452568,1183965,593306470,998354685
72205,1061352,414142433.8,223989314.8,184893834.8,841118473,73083,303206631.4,705733443,987986262,805486472,732131283,5735648,1016525,536016215,991060936
72214,1065469,432428865.9,215345115.5,200807371.4,867182952,73763,303225527.4,798209351,979000312,799373283,701214816,5988158,893053,491702218,987374298
72249,1022963,390621169,236546832.7,165134812.6,795795215,73146,303299000.8,757787754,987736855,867604614,776453057,5406596,1212173,602879350,995563685
72313,1010401,383695794.9,241321063.5,158998054,777455043,73001,303433306,764189925,990575472,890099810,790817387,5306042,1280133,625392140,994361332
72318,1038352,399276692.7,232700045.4,171584278,812612775,73244,303443796.1,752246817,987357326,842882551,759983745,5521125,1136121,577575292,991028395
72336,1040413,403373905.8,232288370.3,173652217.4,817545751,73801,303481557.4,747272727,980149320,839755416,752357932,5576392,1102126,566042457,982945278
72372,1056510,412962461.5,225844864.5,182852270,837204750,73044,303557066,788744060,990800066,814766594,735071815,5706108,1027635,540330573,988006718
72394,1019023,391544552.9,237292022,165005359.1,795433467,73141,303603200.9,811137255,989786850,876081409,775398862,5408522,1206033,601243396,992083824
72404,1074953,424655713.6,220869683,192265279.6,854096417,74367,303624169,755656675,973603883,787396485,714989012,5865086,945478,511209287,982877965
72431,1010003,378894206.9,244543203.3,154939577.8,763833887,73434,303680775.6,777815960,986341477,892255056,801492264,5231106,1331590,642389849,995316120
72464,1020117,385246401.3,241981137.3,159205137,778116134,73680,303749947.1,797561002,983496200,875048646,788456287,5316383,1267379,621663316,989719935
72465,1027436,398700514.3,233042162.5,171085141.9,811390615,73476,303752043,816442647,986240405,862638035,761855157,5501974,1143373,580423280,993017993
72477,1038598,388033768.4,240699753.2,161210704.7,784359749,73544,303777192.2,808173506,985491678,844335615,782862774,5353888,1240485,612874122,988018692
72483,1022607,402461604.3,231303166.5,173997446.9,818349366,73363,303789766,794978942,988004853,871020751,754829188,5552497,1111892,569767103,991380213
72490,1057572,414973428.2,226718808,183034408.1,837559995,74676,303804434.8,787934783,970726873,814456841,732105755,5724561,1014419,535978836,981025690
72492,1053122,411520026.4,227004517.5,181282747.6,834092586,74242,303808625.7,743942613,976428437,821377071,738259638,5676765,1040201,545027293,988040452
72503,1048874,409748250.5,229482945.2,178552811.5,828453137,74347,303831675,697915965,975197385,828169440,741508169,5651466,1053913,549834365,981744717
72530,1015950,388033615.5,240483394.3,161355679.7,784800191,73747,303888242.9,780984171,983497634,883045074,783149270,5349974,1241394,613322780,989631140
72532,1045026,402985128.7,236202831,170609779.3,810214944,75220,303892432.7,774120560,964264823,834613347,754103343,5555963,1108313,568671852,970209792
72543,1046539,402493934.8,231932039.5,173539600.5,817282395,73687,303915475.6,751647464,984474873,832328070,755080883,5548350,1112545,570147139,989431068
72546,1026063,378842822.2,246114588.6,153929445.8,760234904,73752,303921759.7,777989876,983647901,865915037,802237081,5222105,1334247,643584333,990665798
72553,1029989,389247802.3,239353282.2,162624802.5,788595459,73700,303936422.1,784831898,984436906,859409333,780830156,5365013,1230203,609695732,991516480
72561,1056868,427220651.4,217619608.4,196315329.6,860538993,73203,303953178.3,801646136,991229868,816341033,711466492,5887745,930565,506184570,993717906
72568,1033053,402000670.4,232230331.2,173104291.9,816258777,73798,303967839.2,768029126,983332882,854495562,756137642,5539641,1117030,571744134,989713635
72575,1045603,412245964.7,226372174.8,182109822,835744041,73615,303982499.4,784586113,985872444,834186711,737381383,5680275,1035900,543731303,990188109
72581,1058631,406680186.5,231087062.7,175985700.7,822871167,74418,303995064.8,704943667,975315112,813848555,747503997,5603122,1079105,558762225,983341617
72601,1047138,415433967.2,225377969.7,184327673.1,840047963,73896,304036945.4,689730192,982475371,832040807,731853843,5722152,1012597,535610048,987277538
72611,1084358,421758493.7,221207021.4,190662344.8,851418201,73817,304057883.6,681563040,983662300,776009264,720928892,5808466,967856,519738467,990945549
72624,1060242,425204583.3,218797687.5,194336872.7,857448142,73654,304085101.1,779110434,986015695,811857900,715150102,5854877,944684,511439668,993915857
72651,1020566,395614017.6,236586449.1,167217530.5,801478624,73917,304141621.9,734649921,982872682,876535014,768783734,5445404,1173347,591028430,988303146
72697,1015816,391418554.4,239174206.4,163654166.7,791596146,73964,304237892.4,789181150,982870045,885311804,777269981,5384246,1212250,604148624,988714396
72707,1017465,385565985.4,241544944.4,159624945.3,779446739,73595,304258816.8,721070692,987933963,882565876,789122558,5303011,1268470,622714412,994007539
72709,1068906,418947931.2,222056666.4,188667126.2,847976363,73572,304263001.5,782490314,988269994,799685103,726254932,5761982,988799,527446227,995117639
72714,1034730,405839507.8,230138326.8,176345901.9,823671440,73432,304273463,793335952,990222246,853441620,749738399,5581312,1087815,562107667,991253835
72716,1030705,408906845.7,229879529.8,177878755.1,827014437,74014,304277647.4,814061013,982462777,860143832,744124611,5623341,1063547,553721437,984952798
72725,1017952,399724442.8,232622991.2,171833592.6,813218567,73168,304296477,746540609,993945441,881939906,761265623,5496383,1138680,579525349,995819226
72735,1045498,391907334,238191283.3,164534708.6,794109664,73966,304317397.3,717590766,983357218,836193706,776503451,5388153,1208351,602957609,992074546
72742,1050385,408987432.5,226770844.2,180352740.7,832204393,73404,304332040.6,752415234,990981418,828510619,744110983,5622439,1063299,553701156,998615209
72742,1056484,405366258.8,230497063,175866127.6,822604246,74140,304332040.6,661856496,981143782,818972376,750758195,5572658,1092050,563637867,991248090
72772,1029173,407981732.7,229659497.3,177646357.9,826514024,73686,304394790,792102055,987596016,863370900,746099067,5606301,1071623,556663817,988892997
72814,1044679,404769655.7,232095506,174397885.9,819274546,74247,304482617.3,736097211,980699557,838414970,752236767,5558954,1097971,565860154,986848146
72823,1032663,399963450.3,233108084.1,171578541.3,812598799,73910,304501434.1,753502473,985292924,858146028,761323151,5492268,1138171,579612940,994491427
72836,1041011,405720526.8,232126413.3,174784300.1,820160321,74256,304528611.9,677342558,980876966,844588792,750587145,5570330,1090599,563381062,984701647
72839,1017763,384655009.8,243244035.3,158135433.6,774667036,74031,304534883.4,747956543,983898637,883650489,791709131,5280894,1279823,626803347,991198191
72848,1037806,398881551.8,235122303.1,169648538.9,807801987,74019,304553697,786355786,984179738,849953453,763519134,5475532,1147852,582961468,988985613
72849,1034771,396464336.9,236451744.9,167672409,802686610,74297,304555787.3,790462240,980510653,854958355,768179528,5442276,1168991,590099788,989434530
72849,1035198,404144668.2,231203279.4,174800577.7,820197485,73725,304555787.3,679815230,988118006,854253192,753581109,5547704,1103603,567884488,992665366
72854,1032067,400170775.4,235725708.3,169761193.3,808087275,74426,304566238.8,761943608,978878349,859503168,761090658,5492777,1136887,579258990,983356974
72900,1053947,412558658.4,228073583.5,180888401,833296022,74237,304662375.1,652757880,981990113,824707318,738470443,5659241,1038175,545338595,986454264
72916,1030926,399956394,234342746,170671548.8,810368365,73985,304695806.7,789518705,985551125,862139841,761822567,5485166,1139685,580373624,990532652
72943,1038417,394687356.4,238019210.9,165821638.9,797697642,74613,304752214.3,782087984,977617841,850060637,772135741,5410901,1186380,596193602,988618002
72948,1021657,392799282.5,238281970.7,164846413.4,794987913,73666,304762659,769899736,990253305,878239616,775873767,5384648,1203653,601980102,992342608
72969,1047623,407639450.4,230326909.2,176982989.9,825073064,73840,304806522.8,759476675,988204225,835484139,747735585,5586474,1077233,559108505,989526948
72980,1056868,408482273.1,231796483.9,176224533.8,823402427,75011,304829496.6,785009735,972923971,821054955,746249021,5597181,1070740,556887602,981372580
72993,1029350,402336103,233390189.9,172387752.5,814554087,74168,304856645.1,726515378,984157588,865695061,757716354,5511982,1120764,574134074,989736826
73020,1068139,421557451.9,221260172.4,190525681.7,851186334,73700,304913022.9,646996279,990773406,804259404,723301229,5773178,974701,523164667,996763049
73025,1052841,401480810.3,234269723.9,171375457.2,812102990,74786,304923462.1,749720234,976452812,827858003,759496978,5497854,1128437,576835660,988554749
73048,1044333,398694151.2,235529468.2,169275698,806853007,74193,304971477.8,717014468,984567277,841666789,764925888,5457975,1152627,585111615,990451770
73063,1054212,405833063,231641520,175198756.7,821102821,74577,305002788.3,763642255,979698835,826135821,751547412,5554563,1093088,564823513,989563772
73065,1034349,405151947.8,231638731,174906824.1,820439759,74003,305006962.8,672344302,987324838,858193172,752821168,5545089,1098640,566739712,991266431
73076,1043319,407106750.9,230326475.4,176752043,824566996,73830,305029921.4,665646463,989787349,843626859,749262744,5571005,1083053,561394660,992276531
73077,1014236,392669385.6,237530769.1,165313061.1,796291660,73629,305032008.5,697086767,992502954,892714381,776816375,5373365,1206979,603443680,997571219
73078,1039637,407675898,231435061.3,176151312.5,823239820,74426,305034095.6,689909747,981888050,849636307,748226954,5578641,1078553,559843575,986171806
73106,1041578,407776494.6,230180748.7,177154908.4,825448300,74302,305092527.2,791738867,983903529,846796959,748185664,5577880,1078168,559781787,991680912
73121,1051673,406137479.5,232300437,174832852.1,820271135,74728,305123825.3,785740383,978495343,830788617,751282117,5554321,1091498,564424819,986800009
73147,1045027,413988603.2,227240481.9,182180833.2,835884634,74156,305178067.7,759448067,986393549,841688436,737165384,5659680,1030935,543412803,989993973
73163,1064874,419724846.4,223082686.6,188147656.3,847059890,73802,305211442.8,788666350,991341698,810783538,727170301,5736846,989458,528776646,994880867
73178,1033997,398300147.4,235982898.1,168783479.9,805588803,73969,305242728.7,735161744,989306331,860105733,766363585,5442895,1158108,587313144,991287562
73229,1034342,409822224.8,229518769.6,178557172.3,828462384,74364,305349076.7,745902725,984737238,860131094,745076909,5596447,1063890,555139601,991241574
73236,1060551,409779219.1,231119114.7,177302175.8,825768729,74642,305363670.6,721871211,981163420,818222399,745190718,5595325,1064326,555309206,984575305
73240,1042358,404769006.1,232410642.1,174161132.4,818728445,74073,305372009.6,709634912,988754337,847079930,754435258,5526611,1104400,569172559,991277374
73257,1057406,401839209.4,236702007.3,169765864.7,808099091,75593,305407448.1,744330421,969097668,823332868,760024012,5485335,1128995,577636499,980629597
73257,1055446,415297881.3,227107264.6,182864199.4,837228055,74835,305407448.1,775830297,978913610,826393623,735393706,5669054,1022751,540803903,988936728
73276,1056912,406267201.8,232134428.1,175013764.7,820683099,74290,305447050.9,704576923,986350787,824316438,751837829,5544342,1092764,565260121,989283017
73281,1031646,395549780.3,238017104,166185443.7,798693983,74217,305457471.8,805055698,987388334,865246505,772235221,5397713,1184099,596347236,991042300
73299,1042622,408651688.4,229427896.5,178117698.2,827526591,73978,305494984.2,715628844,990821596,847333047,747568144,5575133,1074084,558858130,995425237
73304,1022439,391463442.8,240104670.4,163038662.3,789810103,73984,305505403.5,817924170,990808824,881176129,780418732,5340274,1221952,609053397,992992511
